公司全称,城市,岗位,薪资,发布时间
北京凯声文化传媒有限责任公司,北京,Java开发工程师,18k-27k,2018-03-20
成都唐源电气股份有限公司,成都,Java开发工程师,8k-12k,2018-03-19
北京千色汇科技有限公司,北京,Java开发工程师,15K-20K,2018-03-21
上海灿福信息科技发展集团有限公司,上海,Java开发,13k-20k,2018-03-21
河北源达信息技术股份有限公司,北京,Java工程师,15k-20k,2018-03-21
北京新东方迅程网络科技有限公司,北京,java开发工程师,18k-23k,2018-03-21
杭州方得智能科技有限公司,杭州,JAVA开发工程师,15k-30k,2018-03-21
缤刻普锐（北京）科技有限责任公司,北京,java开发工程师,15k-30k,2018-03-21
武汉佰钧成技术有限责任公司,深圳,JAVA开发工程师,10K-18K,2018-03-20
上海齐家网信息科技股份有限公司,厦门,Java工程师,7k-11k,2018-03-21
上海中软华腾软件系统有限公司,宁波,Java开发,8k-15k,2018-03-21
浙江执御信息技术有限公司,杭州,Java开发工程师,15k-30k,2018-03-21
上海诚信互通网络信息科技有限公司,上海,Java工程师,10k-20k,2018-03-21
浙江创建科技有限公司,南宁,Java,6k-12k,2018-03-21
上海海万信息科技股份有限公司,上海,java开发,8k-15k,2018-03-21
美味不用等（上海）信息科技股份有限公司,上海,Java工程师,10k-20k,2018-03-21
北京网信金服信息科技有限公司,北京,Java开发工程师,18k-35k,2018-03-21
北京言之有物科技有限公司,北京,java工程师,20k-35k,2018-03-21
凡普金科企业发展（上海）有限公司,北京,JAVA开发工程师,20k-30k,2018-03-21
上海舟恩信息技术有限公司,上海,Java开发工程师,9K-18K,2018-03-21
浙江每日互动网络科技股份有限公司,杭州,Java,12k-22k,2018-03-21
北京高思博乐教育科技股份有限公司,北京,Java开发工程师,15k-30k,2018-03-21
武汉国信映盛互动技术有限公司,武汉,Java,5k-7k,2018-03-21
武汉佰钧成技术有限责任公司,深圳,java开发工程师,9k-16k,2018-03-21
上海海万信息科技股份有限公司,上海,java,8k-15k,2018-03-21
东莞市搜于特信息科技有限公司,广州,JAVA开发工程师,10k-20k,2018-03-21
上海彩亿信息技术有限公司,上海,java,15k-30k,2018-03-21
上海钢银电子商务股份有限公司,上海,Java,15k-25k,2018-03-20
紫梧桐（北京）资产管理有限公司,北京,Java工程师,20k-40k,2018-03-20
北京瓴岳信息技术有限公司,北京,Java工程师,18k-35k,2018-03-20
杭州微易信息科技有限公司,杭州,java工程师,15k-25k,2018-03-20
深圳市深网视界科技有限公司,深圳,JAVA开发工程师,12k-18k,2018-03-20
苏州博纳讯动软件有限公司,北京,Java工程师,17k-18k,2018-03-20
北京商询科技有限公司,北京,java工程师,15k-25k,2018-03-20
北京搜狐新媒体信息技术有限公司,北京,Java开发工程师,15k-30k,2018-03-20
佛山实现梦想科技有限公司,佛山,JAVA开发,6k-12k,2018-03-20
上海小蚁科技有限公司,北京,Java开发工程师,15k-30k,2018-03-20
唯存（上海）网络科技有限公司,上海,JAVA开发工程师,25k-35k,2018-03-20
武汉佰钧成技术有限责任公司,广州,Java开发工程师,15k-30k,2018-03-20
上海海万信息科技股份有限公司,上海,java开发工程师,10k-15k,2018-03-21
上海鲁班软件有限公司,上海,Java,15k-20k,2018-03-20
普奥云信息科技（北京）有限公司,北京,JAVA,15k-25k,2018-03-20
上海大岂网络科技有限公司,上海,Java工程师,15k-25k,2018-03-19
广州玖维信息科技有限公司,广州,Java开发工程师,4k-6k,2018-03-21
北京寻宝天行网络技术有限公司,北京,Java工程师,18k-30k,2018-03-21
佛山实现梦想科技有限公司,佛山,JAVA开发工程师,7k-12k,2018-03-21
杭州方得智能科技有限公司,杭州,JAVA开发工程师,10k-20k,2018-03-21
支付宝(杭州)信息技术有限公司,杭州,Java,20k以上,2018-03-21
云鹊医疗科技（上海）有限公司,上海,Java开发工程师,13k-18k,2018-03-21
上海中彦信息科技有限公司,上海,Java研发工程师,10k-15k,2018-03-21
杭州天谷信息科技有限公司,杭州,JAVA工程师,10k-20k,2018-03-21
知为文化传媒（北京）有限公司,北京,java工程师,15k-25k,2018-03-21
上海中软华腾软件系统有限公司,上海,Java开发,12k-20k,2018-03-21
武汉佰钧成技术有限责任公司,深圳,Java开发工程师,10K-15K,2018-03-20
上海海万信息科技股份有限公司,深圳,java开发工程师,15k-20k,2018-03-20
北京飞拓互联科技有限公司,北京,Java工程师,15k-30k,2018-03-21
杭州兰亮网络科技有限公司,杭州,Java,15K-30K,2018-03-21
京东金融,北京,Java,20k-40k,2018-03-21
北京尚德在线教育科技有限公司,北京,java开发工程师,20k-40k,2018-03-21
普信恒业科技发展（北京）有限公司,北京,Java,15k-30k,2018-03-21
北京瓴岳信息技术有限公司,北京,Java工程师,20k-35k,2018-03-21
连连银通电子支付有限公司,杭州,Java开发工程师,13k-26k,2018-03-21
北京乐呵互动信息技术有限公司,北京,Java开发工程师,15k-25k,2018-03-21
上海晓途网络科技有限公司,上海,Java开发工程师,15k-30k,2018-03-21
支付宝(杭州)信息技术有限公司,上海,Java,25k-35k,2018-03-21
中诚信征信有限公司,北京,JAVA开发工程师,15k-30k,2018-03-21
厦门市巨龙信息科技有限公司,厦门,Java,5k-8k,2018-03-21
上海彩亿信息技术有限公司,上海,java,15k-27k,2018-03-21
武汉佰钧成技术有限责任公司,南京,java开发工程师,9k-15k,2018-03-20
上海海万信息科技股份有限公司,上海,java开发,8k-15k,2018-03-21
联通时科（北京）信息技术有限公司,北京,Java,20k-30k,2018-03-21
上海钢银电子商务股份有限公司,上海,JAVA,15k-25k,2018-03-20
杭州新利科技有限公司,杭州,java工程师,10K-15K,2018-03-20
达闼科技（北京）有限公司,北京,Java开发工程师,15k-30k,2018-03-20
上海喔噻互联网科技有限公司,上海,Java开发工程师,15k-30k,2018-03-20
上海微知软件科技有限公司,上海,Java,18k-25k,2018-03-20
北京友缘在线网络科技股份有限公司,北京,Java工程师,15k-30k,2018-03-20
深圳亿腾信息科技有限公司,深圳,Java开发工程师,13k-14k,2018-03-20
广州美亚尚途国际旅行社有限公司,广州,java开发工程师,10k-15k,2018-03-20
深圳市吉粮商业管理有限公司,深圳,Java工程师,12k-18k,2018-03-20
北京掌众科技有限公司,北京,Java,15k-25k,2018-03-20
北京凯声文化传媒有限责任公司,北京,Java工程师,18k-35k,2018-03-20
杭州求是同创网络科技有限公司,杭州,java开发工程师,15k-25k,2018-03-20
武汉佰钧成技术有限责任公司,天津,Java开发工程师,10k-14k,2018-03-20
上海喔噻互联网科技有限公司,上海,JAVA开发工程师,15k-30k,2018-03-20
北京掌众科技有限公司,北京,Java,15k-20k,2018-03-20
普奥云信息科技（北京）有限公司,北京,Java开发,20k-30k,2018-03-20
北京瓴岳信息技术有限公司,北京,Java工程师,15k-30k,2018-03-20
杭州食在有趣科技有限公司,杭州,Java开发工程师,15K-25K,2018-03-19
生迪智慧科技有限公司,北京,Java开发工程师,18k-25k,2018-03-19
广东华仝九方科技有限公司,云浮,Java开发工程师,5k-6k,2018-03-19
北京毕为科技有限公司,北京,Java工程师,20k-35k,2018-03-21
上海中信信息发展股份有限公司,上海,Java工程师,15k-20k,2018-03-21
杭州全速网络技术有限公司,杭州,Java开发工程师,15k-28k,2018-03-21
北京拉手网络技术有限公司,北京,java工程师,15k-20k,2018-03-21
北京车之家信息技术有限公司,北京,Java开发工程师,20k-25k,2018-03-21
上海海万信息科技股份有限公司,上海,Java开发工程师,10k-15k,2018-03-21
江苏先安科技有限公司,南京,java开发工程师,9k-14k,2018-03-21
武汉佰钧成技术有限责任公司,武汉,java研发工程师,7K-14K,2018-03-20
上海海万信息科技股份有限公司,上海,Java开发工程师,10k-15k,2018-03-21
美味不用等（上海）信息科技股份有限公司,上海,JAVA开发工程师,10k-20k,2018-03-21
深圳前海跨海侠跨境电子商务有限公司,深圳,Java开发工程师,15k-30k,2018-03-21
成都致学教育科技有限公司,哈尔滨,Java开发工程师,6k-12k,2018-03-21
上海信而富企业管理有限公司,上海,Java工程师,15k-25k,2018-03-21
深圳传音控股有限公司,深圳,Java开发工程师,12k-20k,2018-03-21
支付宝(杭州)信息技术有限公司,杭州,Java,40k-80k,2018-03-21
万科物业发展有限公司,深圳,Java开发工程师,15k-25k,2018-03-21
上海米么金融信息服务有限公司,上海,Java开发工程师,10k-18k,2018-03-21
深圳盒子信息科技有限公司,深圳,Java开发工程师,10k-20k,2018-03-21
上海彩亿信息技术有限公司,上海,中级Java,16k-32k,2018-03-21
北京至信普林科技有限公司,北京,Java开发工程师,15k-25k,2018-03-21
北京和创未来网络科技有限公司,北京,Java工程师,15k-20k,2018-03-20
杏树林信息技术（北京）有限公司,北京,Java开发工程师,18k-35k,2018-03-20
武汉佰钧成技术有限责任公司,深圳,Java开发,18K-25K,2018-03-21
上海彩亿信息技术有限公司,上海,中级Java,14k-28k,2018-03-21
上海海万信息科技股份有限公司,上海,JAVA开发工程师,10K-15K,2018-03-21
活跃网络（成都）有限公司,成都,Java开发工程师,13k-17k,2018-03-20
厦门瑞为信息技术有限公司深圳分公司,厦门,java工程师,7k-12k,2018-03-20
深圳市中安网域科技有限公司,深圳,Java工程师,12k-20k,2018-03-20
艺龙网信息技术（北京）有限公司,北京,JAVA工程师,18k-26k,2018-03-20
广东联塑科技实业有限公司,佛山,JAVA开发工程师,10k-15k,2018-03-20
北京掌众科技有限公司,北京,JAVA开发工程师,15k-25k,2018-03-20
北京海誉动想科技有限公司,北京,java开发工程师,20k-30k,2018-03-20
北京普柏特信息科技有限公司,上海,Java开发工程师,20k-30k,2018-03-20
北京果敢时代科技有限公司,北京,Java开发工程师,20k-35k,2018-03-20
北京嘀嘀无限科技发展有限公司,北京,Java开发工程师,20k-40k,2018-03-19
广东华仝九方科技有限公司,湛江,JAVA开发工程师,7k-10k,2018-03-19
飞驰镁物（北京）信息服务有限公司,北京,Java,15k-25k,2018-03-19
武汉佰钧成技术有限责任公司,南京,java开发工程师,9k-15k,2018-03-20
上海海万信息科技股份有限公司,上海,JAVA开发工程师,10k-12k,2018-03-21
广州优识科技资讯股份有限公司,广州,Java开发工程师,10k-15k,2018-03-19
北京尚德在线教育科技有限公司,北京,Java工程师,20k-30k,2018-03-21
杭州风数信息科技有限公司,杭州,JAVA开发,12k-24k,2018-03-21
山东海博科技信息系统股份有限公司,青岛,Java开发工程师,8k-15k,2018-03-21
北京明略软件系统有限公司,上海,Java（上海）,20k-30k,2018-03-21
福建一卡通网络有限责任公司,福州,Java开发工程师,9K-16K,2018-03-21
上海妙克信息科技有限公司,上海,JAVA开发工程师,15k-30k,2018-03-21
浙江稻普信息科技有限公司,杭州,java开发工程师,15k-20k,2018-03-21
深圳万邦教育咨询有限公司,济南,java开发工程师,7k-10k,2018-03-21
上海欧电云信息科技有限公司,上海,java开发工程师,15k-25k,2018-03-21
百融（北京）金融信息服务股份有限公司,上海,Java开发工程师,15k-25k,2018-03-21
上海保拍拍卖有限公司,上海,java开发,18k-25k,2018-03-21
广州极汇信息科技有限公司,广州,Java开发工程师,6k-10k,2018-03-21
武汉佰钧成技术有限责任公司,深圳,Java开发工程师,10k-16k,2018-03-20
上海海万信息科技股份有限公司,上海,Java开发,10k-15k,2018-03-20
深圳市一体数科科技有限公司,深圳,Java开发工程师,15k-25k,2018-03-21
杭州传送门网络科技有限公司,杭州,Java开发工程师,10k-15k,2018-03-21
上海业霆网络科技有限公司,上海,Java,15k-25k,2018-03-21
上海阅客信息科技有限公司,北京,Java开发工程师,15k-30k,2018-03-21
北京瑞友科技股份有限公司,北京,Java开发工程师,12k-15k,2018-03-21
厦门市德医互联科技有限公司,厦门,Java工程师,15k-18k,2018-03-21
北京东方国信科技股份有限公司,北京,JAVA开发,12k-24k,2018-03-21
杭州车厘子智能科技有限公司,杭州,Java,12k-24k,2018-03-21
深圳市博悦科创科技有限公司,深圳,Java开发工程师,8k-15k,2018-03-21
上海钢银电子商务股份有限公司,南昌,Java开发工程师,6k-12k,2018-03-20
深圳市知学云科技有限公司,北京,java开发,15k-25k,2018-03-20
杭州入古网络科技有限公司,杭州,JAVA开发工程师,15k-25k,2018-03-20
美的集团财务有限公司,佛山,Java开发工程师,10k-20k,2018-03-20
武汉佰钧成技术有限责任公司,深圳,JAVA开发,10K-14K,2018-03-19
上海海万信息科技股份有限公司,上海,Java开发,10k-15k,2018-03-20
北京瑞友科技股份有限公司,杭州,JAVA工程师,10k-18k,2018-03-21
北京深思数盾科技股份有限公司,北京,Java开发工程师,18k-25k,2018-03-20
普奥云信息科技（北京）有限公司,北京,Java,13k-26k,2018-03-20
蓝鸽集团有限公司,嘉兴,JAVA开发工程师,8k-16k,2018-03-19
苏州品祺电子科技有限公司,苏州,java工程师,15K-30K,2018-03-21
广州玖维信息科技有限公司,广州,Java开发工程师,4k-6k,2018-03-21
广东省电信规划设计院有限公司,上海,Java开发,12k-18k,2018-03-21
北京思特奇信息技术股份有限公司,南宁,Java工程师,5k-10k,2018-03-21
北京罗马金服科技有限公司,北京,Java开发工程师,15K-30K,2018-03-21
苏州美房云客软件科技股份有限公司,北京,Java,15k-30k,2018-03-21
上海思华科技股份有限公司,南京,Java开发工程师,5k-7k,2018-03-21
深圳市小牛在线互联网信息咨询有限公司,深圳,Java开发工程师,15k-30k,2018-03-21
深圳市扣钉网络科技有限公司,深圳,Java工程师,20k-40k,2018-03-21
上海海万信息科技股份有限公司,上海,JAVA开发工程师,10k-16k,2018-03-21
北京瑞友科技股份有限公司,广州,java开发工程师,12k-22k,2018-03-21
上海保拍拍卖有限公司,上海,java,18k-25k,2018-03-21
朗新科技股份有限公司,杭州,java开发工程师,6k-11k,2018-03-21
上海多赋信息科技有限公司,上海,Java开发工程师,15k-25k,2018-03-21
杭州比智科技有限公司,杭州,JAVA开发,10k-20k,2018-03-21
北京红赢科技有限公司,北京,Java开发工程师,20k-40k,2018-03-21
上海畅采电子商务有限公司,上海,Java开发工程师,15k-20k,2018-03-21
北京学橙归来教育科技有限公司,北京,JAVA开发工程师,15k-25k,2018-03-21
上海华钦信息科技股份有限公司,天津,Java开发工程师,8k-15k,2018-03-21
北京思源置地投资有限公司,北京,java,20k-35k,2018-03-21
深圳光汇石油集团股份有限公司,深圳,Java开发工程师,10k-15k,2018-03-21
